0 0.0 15.0 15.0
4 0.0 24.0 26.0
1 0.0 17.2738905908 7.38367352311
2 0.0 26.8561421825 25.3805778169
3 0.0 16.9440953508 27.9695393139
1 0.2 18.0185679442 8.77413724235
2 0.2 28.179656436 27.1152619386
3 0.2 17.5536629674 25.2516934595
1 0.4 20.621295485 10.0680813228
2 0.4 26.9598156925 27.5352566615
3 0.4 17.8152510301 24.1293947247
1 0.6 23.0981111469 10.0183449854
2 0.6 29.3276241479 27.8271836376
3 0.6 18.8801815306 25.4903766115
1 0.8 24.1883638628 9.4001436965
2 0.8 27.6149229187 30.2616122649
3 0.8 17.1190271859 24.7882630739
1 1.0 25.1871361266 10.709411716
2 1.0 26.3219023555 28.9960960106
3 1.0 16.6152803021 23.715750142
1 1.2 24.6304179932 8.88684993857
2 1.2 27.3783347539 27.9608387261
3 1.2 18.5274898461 21.7546558924
1 1.4 27.1011072206 7.92296703036
2 1.4 28.0199402366 26.7001564502
3 1.4 17.824181945 19.0795386991
1 1.6 27.9737445139 7.1634627797
2 1.6 29.0800266354 25.9292843703
3 1.6 15.5922013994 17.2139639525
1 1.8 30.6922896214 7.66770520624
2 1.8 29.6075344551 28.357673374
3 1.8 15.7138541475 15.5971164781
1 2.0 29.6228424642 6.47888038
2 2.0 31.3668555717 26.6956863086
3 2.0 13.232918569 14.5806474271
1 2.2 30.8024490516 6.99738306166
2 2.2 31.2644111788 25.4862746102
3 2.2 14.7078489404 16.9174949761
1 2.4 30.5828336974 9.85132196355
2 2.4 31.406826776 22.5113316445
3 2.4 15.5933307035 14.9023880499
1 2.6 29.7436583302 9.10787679169
2 2.6 30.5775930731 21.3702636215
3 2.6 14.114091136 12.5464471603
1 2.8 30.8685256425 9.29293409849
2 2.8 31.405685789 23.8437291867
3 2.8 12.6456234406 11.2332744856
1 3.0 28.8970627154 8.50674952622
2 3.0 29.6241944454 24.9018319073
3 3.0 11.3195211426 9.352195321
1 3.2 27.785687946 10.6895970572
2 3.2 31.5991989911 27.1097534126
3 3.2 12.9709077865 10.0414709271
1 3.4 28.014977974 13.1434572792
2 3.4 30.6294989425 27.8101394951
3 3.4 13.0448237315 8.75101322486
1 3.6 30.1107930994 11.9774721447
2 3.6 31.7949875893 28.5550092099
3 3.6 11.4359788428 8.97254525321
1 3.8 30.2093214553 9.95856531076
2 3.8 32.5385923261 30.7351022149
3 3.8 10.7086940319 10.6576985261
1 4.0 31.8633664001 9.90495369905
2 4.0 31.5811393559 29.7871875167
3 4.0 10.9761761486 13.5139925001
1 4.2 33.0162682719 10.8843905606
2 4.2 29.8600279969 29.5071720153
3 4.2 11.265340216 11.4984135492
1 4.4 35.2214991552 9.54947537426
2 4.4 32.5738719655 30.7240639998
3 4.4 9.60909336899 10.8248981527
1 4.6 37.8343737732 10.9115687188
2 4.6 34.7394210717 31.5530941859
3 4.6 9.10257857413 11.9846886616
1 4.8 39.4412807042 9.63389408966
2 4.8 32.6551579667 29.5421887868
3 4.8 10.6583564814 10.9163179749
1 5.0 39.0835697989 8.11111161777
2 5.0 34.6552527103 31.391925816
3 5.0 10.02692554 8.01119008418
1 5.2 38.3720528692 9.36969822407
2 5.2 33.6094122236 31.637973249
3 5.2 12.4783292362 6.99468384834
1 5.4 39.7278337961 10.181872074
2 5.4 34.2297951744 33.9770528707
3 5.4 12.5240610996 8.46619514763
1 5.6 38.5872357444 11.030479382
2 5.6 32.1064050608 32.1146152641
3 5.6 11.2196923985 6.43147381718
1 5.8 36.1661173496 10.666503115
2 5.8 32.9324227721 34.4567161955
3 5.8 11.6914441311 8.21148512225
1 6.0 37.1387201848 9.87527711938
2 6.0 34.1436618656 33.6390157695
3 6.0 11.4180466504 5.97465308862
1 6.2 39.547014765 10.9095335344
2 6.2 32.5124653571 31.9443686471
3 6.2 8.58790616257 6.49442447062
